"","esttrend","estseasonal","residseries","Yearfrac","year_tre","month_tre","resid"
"173",52.18258156,7.801808243,4.015566468,1914.3333,494.922496597833,357.290831736873,1820.96188795532
"174",52.18462142,16.5053288,-1.38999231,1914.4167,495.094247743089,396.790281207311,1659.93740597877
"175",52.18680942,26.02638729,1.886760348,1914.5,495.278471908385,439.999987701125,1757.54755526938
"176",52.18914707,25.01005256,0.300756467,1914.5833,495.475296231969,435.387525186701,1710.3025869249
"177",52.19163662,14.41755244,0.290769031,1914.6667,495.684910158255,387.315262874521,1710.00507435049
"178",52.19427126,2.288725712,-0.283039911,1914.75,495.906740302156,332.270643247233,1692.91206113323
"179",52.19705308,-13.01720783,11.12011066,1914.8333,496.140962636481,262.807264080066,2032.59690945436
"180",52.1999849,-22.44959414,-3.650432502,1914.9167,496.387814598225,219.999981211313,1592.60186752581
"181",52.20305889,-22.44959414,1.346492308,1915,496.646636920839,219.999981211313,1741.45368138098
"182",52.2062777,-19.79944437,5.693122412,1915.0833,496.917652727738,232.02723572788,1870.9340717689
"183",52.20964467,-12.13366649,2.623980249,1915.1667,497.201143238628,266.817066353274,1779.50836589722
"184",52.21315095,-1.472729798,9.059535909,1915.25,497.496363305488,315.199916421287,1971.2150994546
"185",52.2167997,7.801808243,-3.61865237,1915.3333,497.803578992474,357.290831736873,1593.54855583364
"186",52.22059475,16.5053288,-5.925964949,1915.4167,498.123112776068,396.790281207311,1524.81675065865
"187",52.2245262,26.02638729,-8.550956434,1915.5,498.454131100864,439.999987701125,1446.62170895727
"188",52.22859766,25.01005256,1.961305185,1915.5833,498.796937919893,435.387525186701,1759.7681478584
"189",52.23281341,14.41755244,-7.350407079,1915.6667,499.151893598524,387.315262874521,1482.38449425209
"190",52.23716245,2.288725712,5.4740689,1915.75,499.51807196408,332.270643247233,1864.40875593319
"191",52.24164879,-13.01720783,0.475514272,1915.8333,499.895810648602,262.807264080066,1715.50839194473
"192",52.2462771,-22.44959414,1.803275976,1915.9167,500.285502854489,219.999981211313,1755.06066569764
"193",52.25103523,-22.44959414,-17.90148403,1916,500.686125581919,219.999981211313,1168.08179769385
"194",52.25592757,-19.79944437,1.343471878,1916.0833,501.09804845799,232.02723572788,1741.36370674633
"195",52.26095906,-12.13366649,6.172666518,1916.1667,501.52168741843,266.817066353274,1885.21905957956
